0.11356 inf
0.12668 inf
0.1398 inf
0.15292 inf
0.16604 inf
0.17916 inf
0.19228 inf
0.2054 inf
0.21852 inf
0.23164 inf
0.24476 inf
0.25788 inf
0.271 inf
0.28412 inf
0.29724 inf
0.31036 inf
0.32348 inf
0.3366 inf
0.34972 inf
0.36284 inf
0.37596 inf
0.38908 inf
0.4022 inf
0.41532 inf
0.42844 inf
0.44156 inf
0.45468 inf
0.4678 inf
0.48092 inf
0.49404 inf
0.50716 inf
0.52028 inf
0.5334 inf
0.54652 inf
0.55964 inf
0.57276 inf
0.58588 inf
0.599 inf
0.61212 inf
0.62524 inf
0.63836 inf
0.65148 inf
0.6646 inf
0.67772 inf
0.69084 inf
0.70396 inf
0.71708 inf
0.7302 inf
0.74332 inf
0.75644 inf
